SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL_RAINFALL,JUN-SEP,MAR-MAY,OCT-DEC,JAN-FEB,CLOUD_COVERAGE,FLOODS
COASTAL ANDHRA PRADESH,1978,8.7,11.5,8.0,16.4,49.6,7.6,57.5,103.0,150.8,276.2,435.3,97.3,1221.9,318.9,74.0,808.8,20.2,76.6,1
JAMMU & KASHMIR,1967,76.8,34.6,95.1,44.9,73.7,34.2,304.2,229.5,201.1,58.3,15.7,21.0,1189.1,769.0,213.7,95.0,111.4,65.6,0
LAKSHADWEEP,1941,16.9,9.0,2.8,37.2,410.3,369.6,316.4,458.5,266.8,257.6,169.2,107.3,2421.6,1411.3,450.3,534.1,25.9,76.8,1
TAMIL NADU,1905,16.4,18.0,0.8,19.3,69.4,46.5,39.6,94.0,68.3,178.3,404.4,166.7,1121.7,248.4,89.5,749.4,34.4,77.4,1
SAURASHTRA & KUTCH,1955,4.9,0.8,3.5,8.5,29.6,5.4,76.4,145.1,100.8,14.3,8.6,1.5,399.4,327.7,41.6,24.4,5.7,57.0,0
GANGETIC WEST BENGAL,1916,22.0,22.4,36.1,20.6,141.3,307.1,476.7,272.1,240.8,46.1,0.0,1.1,1586.3,1296.7,198.0,47.2,44.4,74.8,1
BIHAR,1993,4.9,7.7,5.2,0.0,52.6,90.0,242.9,143.6,248.0,64.3,6.7,5.6,871.5,724.5,57.8,76.6,12.6,61.1,0
GUJARAT REGION,1933,6.9,4.5,0.0,18.1,34.9,216.0,77.6,170.0,139.3,59.9,13.5,7.3,748.0,602.9,53.0,80.7,11.4,48.6,0
ORISSA,1968,10.7,17.1,36.6,8.4,32.0,268.2,476.3,230.7,320.7,84.1,30.0,12.6,1527.4,1295.9,77.0,126.7,27.8,76.5,1
WEST MADHYA PRADESH,1949,4.8,27.2,35.6,36.4,28.9,164.7,165.3,223.8,223.4,17.2,12.0,19.7,959.0,777.2,100.9,48.9,32.0,74.1,0
WEST MADHYA PRADESH,1926,11.4,9.5,13.4,22.0,0.0,206.8,269.3,338.6,207.2,55.1,17.0,9.2,1159.5,1021.9,35.4,81.3,20.9,66.5,0
CHHATTISGARH,1950,9.7,1.9,14.5,37.5,36.4,85.1,192.4,200.7,250.0,86.3,0.0,7.5,922.0,728.2,88.4,93.8,11.6,50.5,0
JAMMU & KASHMIR,1987,59.9,82.3,52.1,53.2,23.6,83.4,166.2,183.2,132.8,60.6,15.4,10.7,923.4,565.6,128.9,86.7,142.2,59.7,0
JHARKHAND,1946,4.7,7.2,2.2,6.5,17.6,185.5,245.7,243.4,268.9,98.9,12.2,4.2,1097.0,943.5,26.3,115.3,11.9,79.9,0
HARYANA DELHI & CHANDIGARH,1988,2.8,1.7,12.2,11.9,7.4,77.5,187.0,99.2,49.7,5.1,6.1,2.1,462.7,413.4,31.5,13.3,4.5,54.3,0
TAMIL NADU,1969,10.2,22.2,24.7,31.1,28.7,24.1,34.8,36.9,112.9,155.0,230.0,79.3,789.9,208.7,84.5,464.3,32.4,53.9,0
VIDARBHA,2013,5.1,13.9,23.7,33.0,17.4,99.3,398.4,311.7,185.8,74.2,14.7,11.1,1188.3,995.2,74.1,100.0,19.0,75.6,0
TELANGANA,1978,4.4,0.0,0.0,22.6,28.8,203.2,381.7,240.4,246.4,43.1,13.5,6.9,1191.0,1071.7,51.4,63.5,4.4,80.2,0
UTTARAKHAND,1930,99.5,31.6,61.5,26.1,42.5,102.9,255.8,324.3,264.1,53.1,5.2,27.4,1294.0,947.1,130.1,85.7,131.1,56.4,0
UTTARAKHAND,1983,53.1,67.9,79.3,50.6,34.7,149.6,387.9,124.1,123.8,29.7,15.8,2.6,1119.1,785.4,164.6,48.1,121.0,65.8,0
LAKSHADWEEP,1943,34.5,22.2,17.3,67.5,300.5,120.7,367.0,339.5,419.7,466.1,202.7,154.2,2511.9,1246.9,385.3,823.0,56.7,71.9,1
ANDAMAN & NICOBAR ISLANDS,1911,49.6,5.9,24.7,66.0,509.6,299.6,346.8,321.1,373.8,297.0,245.6,106.5,2646.2,1341.3,600.3,649.1,55.5,90.2,1
SAURASHTRA & KUTCH,1925,4.3,8.0,8.2,16.2,11.5,36.4,142.4,147.3,61.7,27.5,6.1,2.6,472.2,387.8,35.9,36.2,12.3,40.9,0
ARUNACHAL PRADESH,1983,15.2,39.9,41.2,50.5,102.3,417.7,474.5,331.0,258.5,111.4,48.6,3.7,1894.5,1481.7,194.0,163.7,55.1,82.0,1
UTTARAKHAND,1953,68.1,105.4,79.8,34.3,20.5,141.6,338.9,282.9,215.1,35.8,10.3,18.9,1351.6,978.5,134.6,65.0,173.5,57.1,0
HARYANA DELHI & CHANDIGARH,1930,4.6,4.5,4.5,4.1,24.4,51.9,111.3,70.1,20.0,28.1,5.7,0.0,329.2,253.3,33.0,33.8,9.1,65.4,0
GUJARAT REGION,1932,0.0,12.8,30.5,23.2,32.5,163.5,317.3,158.6,163.8,54.6,10.2,12.1,979.1,803.2,86.2,76.9,12.8,56.7,0
WEST MADHYA PRADESH,1987,4.2,9.1,2.4,24.5,44.1,128.3,352.7,248.2,3.1,58.5,13.2,8.6,896.9,732.3,71.0,80.3,13.3,49.5,0
SAURASHTRA & KUTCH,1950,8.4,4.7,4.2,11.7,15.2,114.1,109.5,114.1,37.5,23.7,4.9,2.3,450.3,375.2,31.1,30.9,13.1,47.7,0
LAKSHADWEEP,2015,22.9,57.6,6.1,51.3,531.4,262.0,52.8,90.3,270.6,109.0,242.2,89.4,1785.6,675.7,588.8,440.6,80.5,66.2,1
WEST MADHYA PRADESH,2001,0.0,0.0,27.4,22.3,51.5,217.1,176.5,330.6,219.4,1.1,1.4,22.6,1069.9,943.6,101.2,25.1,0.0,69.4,0
COASTAL KARNATAKA,1950,4.5,8.9,17.5,26.8,48.3,497.6,484.8,496.5,123.4,130.9,45.9,18.0,1903.1,1602.3,92.6,194.8,13.4,63.4,1
KERALA,2011,0.1,0.4,22.2,4.5,151.8,433.7,616.6,684.8,354.9,202.1,2.2,14.3,2487.6,2090.0,178.5,218.6,0.5,68.8,1
GANGETIC WEST BENGAL,1912,0.0,3.4,62.0,66.9,118.1,203.5,510.2,199.6,227.7,73.7,0.0,6.2,1471.3,1141.0,247.0,79.9,3.4,59.5,0
KERALA,1922,0.5,0.0,10.5,22.4,131.0,368.7,1075.0,368.0,391.9,175.3,46.4,3.7,2593.4,2203.6,163.9,225.4,0.5,73.4,1
KERALA,1922,0.0,0.0,24.8,20.5,41.3,394.2,833.6,486.8,108.1,163.2,46.7,24.7,2143.9,1822.7,86.6,234.6,0.0,79.1,1
GANGETIC WEST BENGAL,1938,21.3,34.5,25.3,67.0,160.6,198.6,370.9,460.0,326.6,86.7,45.3,12.4,1809.2,1356.1,252.9,144.4,55.8,62.3,1
MATSHYA PRADESH,1934,6.0,6.2,6.7,7.2,10.3,40.8,184.4,103.2,68.5,15.6,2.0,0.0,450.9,396.9,24.2,17.6,12.2,62.0,0
WEST UTTAR PRADESH,1935,7.9,3.3,33.2,15.9,33.7,107.8,158.5,307.2,74.9,66.9,17.3,1.3,827.9,648.4,82.8,85.5,11.2,75.0,0
RAYALSEEMA,1978,2.1,13.5,3.9,12.8,10.3,33.7,215.1,95.7,59.0,17.8,11.8,7.3,483.0,403.5,27.0,36.9,15.6,56.2,0
ASSAM & MEGHALAYA,1934,2.4,27.9,41.5,26.9,163.2,250.9,584.0,306.5,239.3,196.7,29.0,19.3,1887.6,1380.7,231.6,245.0,30.3,88.0,1
GUJARAT REGION,1970,7.2,5.6,14.0,35.5,38.0,196.1,280.1,105.0,94.5,51.3,3.6,4.9,835.8,675.7,87.5,59.8,12.8,51.9,0
KERALA,1968,5.9,0.6,12.2,50.3,82.2,596.6,970.6,634.0,185.2,97.2,77.9,12.6,2725.3,2386.4,144.7,187.7,6.5,88.2,1
SAURASHTRA & KUTCH,2015,2.0,6.0,4.6,1.3,5.7,60.1,93.8,77.7,37.1,7.7,8.9,0.8,305.7,268.7,11.6,17.4,8.0,50.2,0
NORTH INTERIOR KARNATAKA,1911,5.3,5.7,9.7,5.7,13.8,60.5,123.6,102.7,87.0,0.0,10.1,4.0,428.1,373.8,29.2,14.1,11.0,61.3,0
ANDAMAN & NICOBAR ISLANDS,1979,38.4,27.3,16.9,48.8,395.2,348.0,453.4,468.6,435.0,388.5,145.1,137.5,2902.7,1705.0,460.9,671.1,65.7,90.4,1
JHARKHAND,1979,12.2,17.2,8.6,29.6,8.4,275.7,314.4,352.8,227.7,61.1,9.6,3.6,1320.9,1170.6,46.6,74.3,29.4,76.5,0
TELANGANA,1953,10.5,14.5,25.0,29.5,42.1,152.6,310.7,285.8,95.5,92.1,0.0,12.3,1070.6,844.6,96.6,104.4,25.0,54.1,0
ORISSA,1948,10.3,15.3,1.9,37.0,31.1,288.9,351.1,264.0,131.7,56.7,16.5,16.8,1221.3,1035.7,70.0,90.0,25.6,53.0,0
KONKAN & GOA,1940,9.9,6.8,24.2,0.0,96.2,826.0,909.5,336.8,438.9,158.1,46.9,10.7,2864.0,2511.2,120.4,215.7,16.7,70.9,1
EAST RAJASTHAN,1989,10.0,6.8,4.0,3.9,22.6,74.7,122.8,77.7,99.9,6.1,9.9,1.5,439.9,375.1,30.5,17.5,16.8,49.5,0
HARYANA DELHI & CHANDIGARH,2000,4.7,4.0,0.6,0.0,14.9,74.4,149.2,102.3,74.4,14.7,0.0,0.2,439.4,400.3,15.5,14.9,8.7,45.1,0
EAST RAJASTHAN,1920,6.6,8.0,7.4,6.6,1.2,60.3,146.3,4.5,35.0,8.1,4.4,1.4,289.8,246.1,15.2,13.9,14.6,37.2,0
NORTH INTERIOR KARNATAKA,1999,2.3,6.2,2.2,5.1,2.5,32.9,151.5,44.8,94.6,3.2,4.4,4.0,353.7,323.8,9.8,11.6,8.5,60.4,0
COASTAL KARNATAKA,1918,2.9,5.1,18.1,23.8,100.7,565.9,919.8,578.8,260.2,132.9,29.1,0.0,2637.3,2324.7,142.6,162.0,8.0,70.1,1
VIDARBHA,1975,11.6,11.7,29.2,16.0,29.7,61.8,180.6,125.7,255.4,46.2,28.3,0.0,796.2,623.5,74.9,74.5,23.3,74.6,0
HIMACHAL PRADESH,1963,75.8,107.5,24.3,49.3,16.0,179.8,268.5,274.1,137.0,4.4,10.6,43.9,1191.2,859.4,89.6,58.9,183.3,67.4,0
WEST UTTAR PRADESH,1946,3.9,16.3,23.4,21.6,31.1,162.8,283.9,283.8,307.9,0.0,12.6,2.4,1149.7,1038.4,76.1,15.0,20.2,64.7,0
TELANGANA,2011,0.0,20.9,9.7,7.0,12.8,202.3,106.9,160.6,210.2,69.0,4.8,15.7,819.9,680.0,29.5,89.5,20.9,58.5,0
EAST MADHYA PRADESH,1963,1.1,12.6,14.0,1.8,29.3,115.0,407.2,227.2,204.6,23.1,17.4,5.5,1058.8,954.0,45.1,46.0,13.7,79.3,1
EAST UTTAR PRADESH,1992,14.9,22.3,11.7,17.0,11.0,129.4,252.4,210.6,136.5,9.1,1.6,8.3,824.8,728.9,39.7,19.0,37.2,74.5,0
COASTAL KARNATAKA,2012,9.4,3.6,19.5,40.9,115.3,616.9,666.3,326.9,296.0,196.7,33.8,16.3,2341.6,1906.1,175.7,246.8,13.0,76.1,1
GUJARAT REGION,2015,15.9,0.0,2.8,9.0,17.7,170.2,306.1,291.5,221.7,31.5,2.8,10.4,1079.6,989.5,29.5,44.7,15.9,58.0,0
SOUTH INTERIOR KARNATAKA,1914,3.5,0.7,14.4,41.9,13.5,257.8,298.7,252.6,157.5,35.8,17.9,11.1,1105.4,966.6,69.8,64.8,4.2,51.1,0
MADHYA MAHARASHTRA,1963,10.6,16.1,19.2,0.0,31.8,83.0,295.4,168.6,97.1,108.1,25.7,8.0,863.6,644.1,51.0,141.8,26.7,49.5,0
ANDAMAN & NICOBAR ISLANDS,2011,38.5,11.9,39.9,43.7,258.0,352.4,309.1,406.2,296.3,287.5,253.0,54.8,2351.3,1364.0,341.6,595.3,50.4,93.6,1
ARUNACHAL PRADESH,1939,6.5,25.6,51.1,112.5,109.7,205.7,363.1,243.5,330.8,61.9,65.0,20.4,1595.8,1143.1,273.3,147.3,32.1,85.8,0
ANDAMAN & NICOBAR ISLANDS,1957,5.4,50.3,16.1,47.0,114.4,403.5,247.2,381.2,295.6,163.8,131.7,87.9,1944.1,1327.5,177.5,383.4,55.7,74.7,1
JHARKHAND,1925,12.0,32.8,19.8,9.0,24.5,151.9,248.6,332.2,195.2,87.2,11.9,16.0,1141.1,927.9,53.3,115.1,44.8,54.2,0
EAST MADHYA PRADESH,2011,21.1,0.0,7.6,12.5,67.6,258.4,414.5,233.5,349.8,71.1,24.8,9.1,1470.0,1256.2,87.7,105.0,21.1,56.8,0
NAGA MANI MIZO TRIPURA,2001,10.1,25.1,75.3,93.0,63.0,291.4,481.0,356.2,433.6,77.2,48.7,16.7,1971.3,1562.2,231.3,142.6,35.2,92.6,1
HARYANA DELHI & CHANDIGARH,1982,4.3,6.3,1.1,6.5,20.8,46.3,123.0,139.7,2.8,18.7,9.3,2.2,381.0,311.8,28.4,30.2,10.6,50.4,0
TAMIL NADU,1943,1.8,11.8,14.3,34.8,46.7,43.9,73.5,38.1,113.8,301.4,203.8,135.4,1019.3,269.3,95.8,640.6,13.6,59.1,0
ORISSA,1914,6.3,16.4,7.2,28.5,49.7,149.6,326.9,304.8,144.9,76.9,0.0,0.0,1111.2,926.2,85.4,76.9,22.7,77.0,0
EAST RAJASTHAN,1969,3.7,8.0,0.2,12.4,31.3,32.6,158.5,100.9,73.3,31.3,5.0,4.5,461.7,365.3,43.9,40.8,11.7,59.0,0
COASTAL KARNATAKA,2012,11.4,1.3,7.4,35.3,95.7,355.2,833.0,496.8,203.1,187.8,40.1,17.9,2285.0,1888.1,138.4,245.8,12.7,84.4,1
HIMACHAL PRADESH,2003,88.5,78.8,74.6,6.6,59.3,83.3,182.3,352.1,137.2,19.9,11.4,10.5,1104.5,754.9,140.5,41.8,167.3,61.8,0
VIDARBHA,1940,6.3,12.5,17.0,25.5,35.3,69.8,60.1,178.6,169.2,88.8,17.3,11.2,691.6,477.7,77.8,117.3,18.8,57.4,0
VIDARBHA,1996,0.6,13.1,14.8,18.6,28.4,143.0,358.6,308.7,209.3,0.0,18.0,0.0,1113.1,1019.6,61.8,18.0,13.7,72.6,0
SUB HIMALAYAN WEST BENGAL,1923,2.6,16.9,28.0,117.1,144.8,472.8,449.7,376.7,286.1,160.9,3.9,10.7,2070.2,1585.3,289.9,175.5,19.5,93.1,1
NAGA MANI MIZO TRIPURA,1994,8.5,7.5,40.1,47.5,43.7,372.7,469.5,401.4,397.3,86.7,8.5,9.4,1892.8,1640.9,131.3,104.6,16.0,67.0,1
JHARKHAND,1920,0.0,0.0,21.2,0.0,36.1,120.0,364.6,122.1,221.9,69.9,18.6,14.7,989.1,828.6,57.3,103.2,0.0,60.0,0
GUJARAT REGION,1956,11.8,10.9,4.0,24.2,47.0,150.4,363.1,297.0,213.3,50.8,23.2,13.5,1209.2,1023.8,75.2,87.5,22.7,62.3,0
SOUTH INTERIOR KARNATAKA,1998,13.9,15.1,5.3,15.4,22.0,30.7,370.3,508.1,264.6,64.9,9.8,2.4,1322.5,1173.7,42.7,77.1,29.0,80.5,1
EAST MADHYA PRADESH,1997,4.0,32.5,1.2,22.7,31.1,150.4,228.8,266.6,148.5,98.6,31.2,5.7,1021.3,794.3,55.0,135.5,36.5,65.3,0
SAURASHTRA & KUTCH,1983,4.8,5.4,7.1,14.9,23.3,63.3,157.7,110.1,31.6,29.5,4.3,1.1,453.1,362.7,45.3,34.9,10.2,48.9,0
TAMIL NADU,1968,0.0,8.3,19.7,32.3,80.8,48.7,43.1,0.0,90.5,272.0,260.8,121.4,977.6,182.3,132.8,654.2,8.3,52.9,0
ASSAM & MEGHALAYA,1986,6.6,22.2,81.3,68.0,126.6,454.7,479.6,590.1,378.4,112.7,25.7,3.4,2349.3,1902.8,275.9,141.8,28.8,82.4,1
SOUTH INTERIOR KARNATAKA,1918,11.8,18.0,13.8,43.2,9.6,61.7,206.2,260.5,103.2,100.4,7.6,2.5,838.5,631.6,66.6,110.5,29.8,51.2,0
KONKAN & GOA,1916,9.2,5.8,16.3,24.3,89.5,342.0,770.4,382.3,495.4,184.6,26.9,8.3,2355.0,1990.1,130.1,219.8,15.0,84.7,1
MATSHYA PRADESH,1961,5.2,3.3,5.6,0.3,14.3,23.0,27.6,179.5,59.2,7.3,0.0,2.6,327.9,289.3,20.2,9.9,8.5,65.1,0
SUB HIMALAYAN WEST BENGAL,1969,21.1,43.4,40.3,63.7,78.7,343.5,500.2,201.7,383.0,114.9,11.2,3.2,1804.9,1428.4,182.7,129.3,64.5,91.3,1
HIMACHAL PRADESH,1998,36.4,42.2,74.2,57.3,92.5,85.1,277.4,184.7,151.2,10.4,3.8,42.0,1057.2,698.4,224.0,56.2,78.6,67.5,0
SUB HIMALAYAN WEST BENGAL,1953,4.6,0.0,0.0,123.9,44.7,293.6,442.5,205.5,230.2,143.9,34.4,6.3,1529.6,1171.8,168.6,184.6,4.6,66.4,1
COASTAL KARNATAKA,1958,0.2,1.0,3.4,25.7,82.7,877.9,877.0,116.8,326.3,47.5,20.7,3.5,2382.7,2198.0,111.8,71.7,1.2,72.5,1
PUNJAB,1903,4.6,0.0,6.4,19.2,1.7,42.9,0.0,88.0,79.3,22.2,4.2,4.8,273.3,210.2,27.3,31.2,4.6,62.2,0
RAYALSEEMA,1953,2.3,7.4,1.4,4.9,22.3,37.1,61.4,169.2,58.9,19.7,0.0,5.7,390.3,326.6,28.6,25.4,9.7,54.2,0
MADHYA MAHARASHTRA,2015,6.8,19.3,8.9,40.1,28.0,177.0,239.8,188.2,58.1,83.6,19.0,8.6,877.4,663.1,77.0,111.2,26.1,66.6,0
JAMMU & KASHMIR,1959,62.6,91.1,59.9,18.2,74.8,142.5,235.5,260.4,199.1,53.2,0.0,7.6,1204.9,837.5,152.9,60.8,153.7,80.5,0
GANGETIC WEST BENGAL,1954,15.9,11.6,19.0,91.2,86.1,252.1,502.3,183.4,156.9,39.5,17.1,10.7,1385.8,1094.7,196.3,67.3,27.5,77.0,1
MATSHYA PRADESH,1962,5.4,4.9,10.1,1.3,23.7,44.1,97.2,124.4,47.6,16.8,3.7,3.6,382.8,313.3,35.1,24.1,10.3,63.3,0
JHARKHAND,1916,0.0,17.1,0.0,11.0,37.8,29.2,295.0,150.3,112.2,29.5,1.6,0.0,683.7,586.7,48.8,31.1,17.1,57.8,0
WEST UTTAR PRADESH,1910,9.8,0.0,4.6,25.5,29.8,176.4,430.9,318.1,268.1,62.8,6.9,7.7,1340.6,1193.5,59.9,77.4,9.8,75.3,1
WEST RAJASTHAN,1987,3.8,4.8,1.7,18.6,17.3,35.6,140.1,66.0,60.8,19.0,5.7,0.5,373.9,302.5,37.6,25.2,8.6,53.6,0
JAMMU & KASHMIR,1923,57.2,69.7,29.1,32.2,87.4,171.9,203.6,228.9,208.3,48.9,23.0,38.0,1198.2,812.7,148.7,109.9,126.9,57.8,0
VIDARBHA,1928,9.3,15.4,23.7,22.2,38.1,198.9,271.6,232.4,206.7,127.9,6.5,5.4,1158.1,909.6,84.0,139.8,24.7,67.7,0
HARYANA DELHI & CHANDIGARH,1927,7.5,2.9,12.8,9.6,4.6,59.2,100.9,117.4,58.7,15.7,1.3,5.0,395.6,336.2,27.0,22.0,10.4,48.1,0
SAURASHTRA & KUTCH,2003,2.9,5.2,3.8,4.2,13.9,37.3,102.1,64.8,76.1,27.4,1.4,2.8,341.9,280.3,21.9,31.6,8.1,56.2,0
GUJARAT REGION,1944,12.8,0.0,15.6,23.6,23.8,252.4,284.6,161.7,110.2,128.5,10.8,0.0,1024.0,808.9,63.0,139.3,12.8,58.2,0
EAST UTTAR PRADESH,1984,13.5,0.0,1.0,20.0,46.6,145.8,166.8,274.6,147.3,94.0,23.5,4.8,937.9,734.5,67.6,122.3,13.5,66.6,0
TELANGANA,2014,12.7,13.7,18.1,36.9,33.3,113.5,158.9,269.1,156.8,84.2,30.8,1.8,929.8,698.3,88.3,116.8,26.4,62.0,0
ARUNACHAL PRADESH,1908,12.8,23.7,35.5,61.9,139.3,498.3,427.5,202.0,126.2,48.1,24.3,20.1,1619.7,1254.0,236.7,92.5,36.5,59.5,0
TELANGANA,1981,13.6,13.7,29.1,4.5,34.9,59.3,317.8,286.2,160.0,36.5,11.7,8.6,975.9,823.3,68.5,56.8,27.3,68.8,0
SOUTH INTERIOR KARNATAKA,1908,13.2,7.3,20.8,30.6,20.2,192.1,146.2,204.6,80.3,53.7,10.3,5.6,784.9,623.2,71.6,69.6,20.5,61.4,0
COASTAL KARNATAKA,1970,8.2,11.5,26.8,22.9,98.7,572.1,1002.8,681.2,233.9,94.3,67.7,5.6,2825.7,2490.0,148.4,167.6,19.7,93.2,1
EAST UTTAR PRADESH,1965,7.0,24.3,25.3,9.4,21.2,185.3,275.3,104.8,112.0,67.0,23.9,13.4,868.9,677.4,55.9,104.3,31.3,48.5,0
ASSAM & MEGHALAYA,1999,12.5,21.3,39.2,51.7,140.0,235.3,441.6,327.0,429.8,56.9,0.0,12.1,1767.4,1433.7,230.9,69.0,33.8,63.4,1
EAST UTTAR PRADESH,1987,4.1,13.3,2.6,42.9,24.2,107.5,450.1,327.2,277.3,54.8,15.5,4.4,1323.9,1162.1,69.7,74.7,17.4,75.0,1
TELANGANA,1945,11.3,27.2,31.4,25.3,17.4,71.4,245.1,320.3,307.9,72.5,26.7,6.5,1163.0,944.7,74.1,105.7,38.5,75.4,0
WEST RAJASTHAN,1937,9.4,4.2,9.6,0.5,0.0,49.3,50.0,97.6,47.6,21.1,0.8,3.8,293.9,244.5,10.1,25.7,13.6,49.0,0
SOUTH INTERIOR KARNATAKA,2012,1.4,16.8,26.2,0.0,57.9,234.2,158.8,326.1,147.8,57.1,21.0,10.9,1058.2,866.9,84.1,89.0,18.2,55.4,0
EAST RAJASTHAN,1905,3.1,0.0,8.0,0.0,10.8,93.6,122.5,143.1,70.4,4.9,6.2,2.9,465.5,429.6,18.8,14.0,3.1,51.4,0
EAST RAJASTHAN,1954,5.1,13.6,0.7,3.2,19.0,17.2,237.7,65.4,45.0,7.0,6.8,7.3,428.0,365.3,22.9,21.1,18.7,62.6,0
WEST MADHYA PRADESH,1976,0.2,19.7,32.6,37.4,32.0,88.0,280.1,235.1,148.7,66.2,14.3,12.2,966.5,751.9,102.0,92.7,19.9,76.1,0
ORISSA,1901,12.3,11.5,19.3,35.9,22.0,151.0,187.4,298.4,193.9,73.8,5.1,12.6,1023.2,830.7,77.2,91.5,23.8,75.3,0
COASTAL KARNATAKA,1947,6.8,11.1,9.1,16.7,62.7,400.5,699.4,175.5,436.9,216.7,37.0,13.5,2085.9,1712.3,88.5,267.2,17.9,70.4,1
TAMIL NADU,2000,32.3,19.4,4.6,34.9,43.4,63.8,57.5,78.0,172.8,110.0,324.8,124.4,1065.9,372.1,82.9,559.2,51.7,54.2,0
WEST UTTAR PRADESH,1989,4.4,28.3,18.4,28.1,42.2,130.7,391.8,343.2,171.5,88.1,27.4,12.8,1286.9,1037.2,88.7,128.3,32.7,66.9,0
JAMMU & KASHMIR,1990,67.7,63.6,65.8,53.5,57.4,87.7,199.7,129.2,98.8,79.2,7.1,12.1,921.8,515.4,176.7,98.4,131.3,57.5,0
KERALA,1987,4.2,10.6,14.4,17.1,65.1,509.5,974.9,500.7,120.7,117.6,9.3,27.5,2371.6,2105.8,96.6,154.4,14.8,78.0,1
GUJARAT REGION,1912,5.5,9.7,16.4,13.2,17.3,236.0,385.2,338.9,201.6,71.7,6.9,8.9,1311.3,1161.7,46.9,87.5,15.2,61.8,0
ORISSA,1936,3.9,16.5,17.0,17.8,5.3,149.3,340.5,285.9,79.3,97.4,31.5,7.3,1051.7,855.0,40.1,136.2,20.4,51.4,0
HARYANA DELHI & CHANDIGARH,1963,0.0,9.3,15.1,14.8,0.0,45.7,90.5,41.2,73.9,13.2,0.5,0.0,304.2,251.3,29.9,13.7,9.3,60.9,0
MADHYA MAHARASHTRA,1904,0.3,2.7,15.9,16.6,0.0,266.8,101.0,262.4,219.4,38.4,21.4,2.0,946.9,849.6,32.5,61.8,3.0,58.1,0
VIDARBHA,1929,12.6,0.0,11.2,50.7,43.3,203.5,188.5,244.3,19.0,77.6,29.0,0.0,879.7,655.3,105.2,106.6,12.6,61.2,0
UTTARAKHAND,1993,43.7,47.3,54.3,43.4,42.1,177.9,290.6,118.6,181.4,52.1,10.7,7.6,1069.7,768.5,139.8,70.4,91.0,50.1,0
UTTARAKHAND,1925,49.9,95.7,50.1,37.7,68.4,103.6,244.3,204.9,144.6,33.5,9.6,19.4,1061.7,697.4,156.2,62.5,145.6,75.8,0
WEST RAJASTHAN,1916,1.7,3.7,1.4,4.6,10.7,32.4,131.2,117.3,20.8,11.9,3.1,0.1,338.9,301.7,16.7,15.1,5.4,60.6,0
VIDARBHA,1902,16.8,5.6,15.2,29.0,41.8,176.5,392.7,250.2,154.3,49.6,23.6,10.2,1165.5,973.7,86.0,83.4,22.4,78.0,0
HARYANA DELHI & CHANDIGARH,1932,7.4,1.6,14.4,11.4,19.2,47.6,154.1,104.5,60.6,13.7,6.9,4.7,446.1,366.8,45.0,25.3,9.0,66.5,0
ASSAM & MEGHALAYA,1955,15.9,9.1,10.4,84.8,108.7,405.3,437.7,463.9,171.9,170.1,0.0,1.0,1878.8,1478.8,203.9,171.1,25.0,70.1,1
KERALA,1914,12.7,4.6,8.8,10.5,80.8,849.7,1007.2,686.7,354.6,102.1,11.0,8.4,3137.1,2898.2,100.1,121.5,17.3,91.0,1
ORISSA,2000,9.9,24.9,27.0,14.5,3.1,233.1,402.3,150.7,285.6,71.5,16.6,17.7,1256.9,1071.7,44.6,105.8,34.8,71.5,1
ANDAMAN & NICOBAR ISLANDS,2004,37.1,27.4,19.0,48.6,209.8,313.4,336.0,300.1,363.7,224.1,210.1,23.2,2112.5,1313.2,277.4,457.4,64.5,93.9,1
ARUNACHAL PRADESH,1911,9.1,21.6,33.8,74.8,60.7,335.6,477.7,404.3,373.5,130.1,37.2,11.2,1969.6,1591.1,169.3,178.5,30.7,72.9,1
TELANGANA,1962,2.6,24.7,0.0,18.3,47.6,144.4,243.5,270.4,155.3,60.9,8.2,14.7,990.6,813.6,65.9,83.8,27.3,62.5,0
UTTARAKHAND,1910,25.3,54.3,55.4,50.1,24.8,81.5,290.9,295.7,112.7,13.3,47.8,41.7,1093.5,780.8,130.3,102.8,79.6,76.7,0
ANDAMAN & NICOBAR ISLANDS,2009,22.6,14.9,5.3,73.8,295.5,398.1,420.0,293.3,267.9,213.8,209.1,77.2,2291.5,1379.3,374.6,500.1,37.5,77.3,1
MATSHYA PRADESH,1996,3.2,4.9,7.1,8.2,11.4,40.1,130.1,116.7,50.1,4.2,3.7,1.7,381.4,337.0,26.7,9.6,8.1,61.6,0
PUNJAB,2010,0.0,9.6,6.9,13.5,10.6,13.8,129.0,156.0,28.2,5.9,5.8,2.0,381.3,327.0,31.0,13.7,9.6,55.7,0
NORTH INTERIOR KARNATAKA,2012,10.4,0.0,5.6,7.2,13.9,71.7,84.6,82.7,25.6,26.2,4.8,4.3,337.0,264.6,26.7,35.3,10.4,56.9,0
EAST RAJASTHAN,1914,4.6,7.5,5.1,9.0,12.6,52.9,184.9,125.8,81.0,22.2,3.5,3.6,512.7,444.6,26.7,29.3,12.1,61.1,0
MATSHYA PRADESH,1957,5.3,3.9,1.2,9.3,21.4,50.2,164.8,160.6,22.2,17.9,0.0,1.4,458.2,397.8,31.9,19.3,9.2,68.2,0
